 0.7294187923 0.5656656212 0.4454537944 0.6618801173 0.6971462947 0.6889002642 0.7071084087 0.8265869642 1.0709568336 1.2385408554 2.1629587228 2.2275430773 3.1603593296 3.6798599736 3.1807955766 3.0837958439 3.5866131517 4.2088516695 3.9227681146 2.7277073976 2.7026011582 1.6190244093 1.0166302057 0.8871939485 0.9798038415 0.6846997421 0.7784804098 0.8213098044 1.3498814575 1.4062606694 1.3156266439 1.1913299431 1.0126727068 0.9228266944 1.0906134096 0.7279881868 0.7215239944 0.7903761279 0.8024910597 1.1052058011 0.6440191653 0.6570912361 0.8620530054 0.8345621276 0.6551292013 0.8729407441 1.3150145357 0.8107881235 0.4748330427 0.4597528312 0.4718374569 0.3839816036 0.3614443964 0.3758047593 0.8341217905 0.8290888233 0.6559315136 0.5583484192 0.7254943365 0.5801907076 0.3932831925 0.3973526355 0.3447158993 0.3238205887 0.3827139634 0.3840085843 0.7258436018 1.1123113712 1.3474161442 1.4980815128 1.4315352574 1.3982131479 1.2974242620 2.1000736887 1.8378918159 1.6916587370 1.4663532609 1.0604006574 1.1574651292 1.2585621017 1.2852154045 1.1096233110 0.9022773092 1.1935151219 1.7632863486 1.8354168645 1.4937119384 1.6775773988 1.3527397484 1.4242139892 1.1424219696 0.8344951766 1.0263282834 1.0769546148 0.9136765813 1.2646731978 1.7854551410 1.8234165920 1.4725020325 0.8782402241
 0.8312521768 0.6443540486 0.5598715185 0.3661379986 0.4662854173 0.5149063248 0.6931383879 0.7189681808 1.5815177108 2.1083318623 3.4782027169 3.6807491842 4.0423323556 3.1247443384 2.9039243285 4.3288595998 3.5869885889 5.5998554565 5.4561534387 3.5384537121 2.1948965786 1.0414534861 0.7916756668 0.8156574982 1.1025809796 1.0252564086 1.1792098613 1.7384459876 1.9844889468 1.9303883854 1.5560390079 1.1206578546 0.9882375075 1.0671510718 1.1535880096 1.0078894183 0.6655008458 0.6199903790 0.7339070425 0.9256398258 0.6270792920 0.5584397780 0.8709933820 0.9286024759 1.1719008083 0.9471257362 0.8116805843 1.1257466696 0.7580381995 0.5910780437 0.5277156286 0.3715995112 0.3805230957 0.4759209679 0.9045887160 1.2099536535 0.7663154568 0.4804536722 0.5259549642 0.5357662658 0.5361524196 0.3872122611 0.4090562444 0.3405094800 0.5120763839 0.5472092308 0.5557303552 0.8601832694 0.8634122862 1.1962716368 1.7447247079 1.2657228046 1.8949013296 1.8005089204 1.4529414653 1.9255939839 1.6936055830 1.3058314143 0.9592630661 1.3955559762 1.4973929457 1.0000832667 1.0757405671 1.7820750084 2.3733455824 2.1316288282 2.2989457456 1.4571967421 1.3907350437 1.4039127506 1.1394819946 1.3872428676 1.5461442353 1.7261470278 1.4177908559 2.2501387137 2.0103116569 1.5756038483 1.3247321514 0.9617692181
 0.9059256781 0.6149789605 0.6529191592 0.3391620130 0.3769335913 0.5616304618 0.6395193028 0.6009242450 1.7120763738 2.2499253477 2.8647727187 2.9507063806 3.3702929869 2.9706909664 2.5172940735 4.3577799786 5.0344296485 6.3353843958 4.7025239671 3.9361840162 1.9488533691 1.4471903366 0.7620618280 1.4015592256 1.1360574410 1.3322320686 1.8062674292 2.0585977516 1.9799312435 1.8583327480 1.6155104523 1.1264881931 0.8412151527 0.7921862988 0.7757193879 0.6535872439 0.5968924688 1.0944257559 0.8272117924 0.7427851181 0.6397351265 0.8012822368 0.8996443414 0.8548033033 1.2285229312 1.0409340563 0.9066761952 0.8672626282 0.7744006889 0.5117398981 0.3673303121 0.5046956453 0.7305872681 0.8609115848 0.5766642780 0.5686957043 0.5563486636 0.4061878150 0.4956557855 0.5863929731 0.7564234381 0.4309512373 0.3660848251 0.4497242752 0.6855578160 0.6859977660 0.4209276366 0.4222448496 0.4999716112 0.7172282010 1.4451634451 1.3986738867 1.8829072138 1.6189454251 1.8388181128 2.0246908165 1.9108454472 1.8207005402 0.9163278421 1.4421537209 1.4791815582 1.2888168873 1.4421351700 2.3716994988 2.1285637200 2.3055942667 2.3960884364 1.4374502326 1.2934792614 1.3279216733 2.0880000929 2.2217038397 2.5244605037 3.4290973557 2.9630374930 2.7680664879 2.5996305892 2.1068530589 1.1782113886 0.9812675321
 0.6912129059 0.5885427171 0.6214694983 0.6229048589 0.5020954399 0.4120200541 0.5397365239 0.7566618841 1.3936588114 2.1646205171 3.0291135181 2.7818107283 3.6361475493 4.2020802945 3.5385056718 4.4543918486 9.2185814113 8.3488264253 5.1577496851 4.2433799691 3.0146474896 2.1395197126 1.3877293706 1.5651258295 0.9127868410 1.1945016108 1.1754491432 1.6250866364 2.0719036124 1.4544926573 0.9170765257 0.8540395726 0.7302417938 0.9728867275 0.8360102212 0.5112454342 0.4458437326 0.7366876356 0.6289619905 0.6789963036 0.6631016234 0.7922380930 0.6903878361 1.0217260551 1.6336820696 1.6285149971 1.8255419775 1.1047543931 0.5962469926 0.3963616853 0.4803002200 0.6738786323 0.7718897333 0.8052035529 0.6078658407 0.6703586886 0.5254921360 0.4373237316 0.6641434449 0.7449348903 0.9712108936 0.5237410113 0.4726987783 0.4238788062 0.6913771569 0.7203223030 0.5218573179 0.3906056431 0.4068342915 0.7731497453 1.1936874824 1.9107160603 1.7199730032 1.7666650456 2.0362399765 1.5243881372 1.1070943501 1.1288417712 1.1227566477 1.5779867852 1.3008535075 1.4743423331 2.3482242657 2.1504119971 2.1906237690 2.0666963389 1.4559123273 1.0190126734 0.9989367751 1.1588082512 2.6816709055 2.2200915072 2.7901003129 5.8382112022 5.7143303793 4.0924080196 3.0428039988 2.2439708760 1.5309273716 1.0722757582
 0.6419050217 0.5708190517 0.7315104737 0.7230942352 0.6160032066 0.4795251345 0.5249205022 1.2072533812 1.6130339346 2.9830122582 3.1054218452 2.4252213952 3.6485126572 6.3884834785 4.5814918067 4.5951622316 8.9309802836 8.0635398669 7.0530361365 4.6839701208 4.1829391873 2.8697377578 1.6315163485 1.1895112135 1.2544831340 1.3550962303 1.6571403265 1.5936796203 1.8366962144 1.3313224816 0.6067944168 0.6572752112 0.7431323522 0.7532411557 1.0904102080 0.6585655693 0.5368800284 0.7962358084 0.5911400172 0.4811697030 0.6212642805 0.6431283408 0.7030498881 1.0422502135 1.5327291498 2.1303525515 2.2673662818 0.8797009419 0.4384253829 0.4173620536 0.5003711929 0.5967907442 0.5013974266 0.6058007639 0.8919356509 0.7687688876 0.7764326968 0.6265230039 0.8195623999 0.8107276730 0.7839627189 0.7776731833 0.5807481581 0.8039370446 0.8008589189 0.8117106802 0.7359406034 0.4659349488 0.4774467523 0.6868188954 1.1206085991 1.5911207282 1.7446056237 1.6532371309 1.2737375560 1.0142234146 0.8879335646 1.1653487990 1.6174566202 1.3574511075 1.2164612764 1.8192068035 2.6182408131 1.9476070498 2.3041204600 2.1789492067 1.4544879684 1.7675923819 1.2281847571 1.4252755741 2.3590498391 2.2644054779 2.9118550073 5.6959187294 4.9269414528 3.2481112007 3.1031417501 1.5816338592 1.3680083207 0.9056867690
 0.7291921550 0.8367687289 0.8771528958 0.8287521123 0.5047588543 0.5583992013 0.5838875610 1.3343222205 1.8092797989 2.6618367433 3.0601765136 2.7992042516 4.8510939950 7.1598718908 6.5740071620 8.5148118321 11.3029641098 8.4090192950 8.0327931222 7.7220366056 6.0357738755 4.1707216525 1.7618911589 1.4145779256 1.5026206813 1.5566720809 1.3189480335 1.6337069734 1.3058383011 0.9715548752 0.6352125751 0.7713870783 0.6767758911 0.5362221142 0.7952650347 0.7490925195 0.5179301478 0.8015730378 0.7082666399 0.4678191651 0.4866312541 0.5238922767 1.0553583394 0.9928301008 1.1822652287 1.5442795451 1.2933506712 0.7837290718 0.5086136532 0.4729418377 0.4573719220 0.4004870097 0.4053223279 0.4709764976 0.5839200549 0.6025348874 0.6583675783 0.5637400998 0.5516993649 0.4859524030 0.4085542615 0.6931618974 0.4282517763 0.6623035056 0.7373780505 0.7984718493 0.5364870978 0.2926072475 0.3711986684 0.4827172294 0.7462148158 1.0195783413 1.2889579703 1.4825257529 0.9957313333 0.7867280745 1.0711501110 0.9829342263 1.1439331162 1.2527062912 1.2817337175 1.1863214398 1.2919406596 1.6647398097 2.1589441852 1.7929235606 1.2192027149 1.2561818317 0.9437296800 1.5647061031 1.8909782413 2.4049038367 3.2484818670 4.5257601303 3.5065135297 2.7471527312 3.3082344289 2.5761928635 1.8421382697 1.0104970454
 1.1752704878 0.9869522979 1.5222030468 1.2452245769 0.7501886491 0.7628026928 1.0363347946 1.2930637402 1.8610858959 3.3078457061 4.3394398974 3.4220881369 5.5441965634 6.2174903489 7.5504497296 10.3618022360 8.1450788821 8.1933099949 9.7303496793 8.7694596673 8.1149558909 6.6222366563 3.7906871775 2.1404931210 1.9006995084 1.1605556700 1.0569675359 1.0890962556 0.8877431319 1.0976807387 0.9540674636 0.6647423688 0.6421234096 0.5768417204 0.8248325277 0.6476983832 0.6152452525 0.7739967535 0.8148458661 0.8093751381 0.6195421102 0.5976382266 0.6841150662 1.0240772068 0.8964573981 0.5910904723 0.5993515314 0.5533159217 0.3990890038 0.3747771365 0.4196097772 0.3544402843 0.2615483269 0.3173735243 0.3625445729 0.3398429095 0.3945699244 0.4699826525 0.6111249454 0.3822460365 0.3559210965 0.3640972078 0.4022580563 0.4241710371 0.5162929818 0.6291166155 0.4596899616 0.2906511975 0.3107709520 0.4094423431 0.6935504092 0.5710867418 0.8736183737 1.1332480391 0.8346262112 0.9614848969 0.9258356997 0.8150770634 1.2360554409 1.6808661546 0.9694799411 1.1603708969 1.1207030573 1.2740512060 1.6506900170 1.3794491431 0.9023507641 0.8040722359 0.8989898863 1.3884184171 2.4279566623 2.3305396041 2.4751724218 3.7873849476 4.2730517765 2.6646967815 2.9071841243 4.1467652510 2.7760998223 1.4966995700
 1.7466102145 1.3264961229 1.1092868270 0.8656964514 0.7884602515 1.0163184855 0.9817759876 1.6022644768 2.6860415120 3.6867293092 4.4707262508 3.1963342745 3.6720070494 3.5304534876 4.8833420842 7.2058043384 5.8301729426 6.8505790783 8.4390915373 9.7241142886 7.4930318932 7.1110353341 4.1579558274 2.0979423273 1.6637336956 0.8658427279 0.6232891882 0.7617854734 0.9220713693 0.7571192284 0.9245628786 0.7791705345 0.6460875184 0.7111815186 0.9922376277 0.9048217788 0.6147763630 0.6381038742 0.8017674958 0.8501493546 0.5726954265 0.6395521322 0.5412724305 0.8308210210 0.9241391086 0.3874480319 0.2665735281 0.2875225480 0.2606371421 0.2121208398 0.3513832423 0.2921621404 0.2232819758 0.2234816706 0.3007952977 0.3411761766 0.2897068850 0.2756359075 0.2825684431 0.3108486026 0.3231391881 0.3696232819 0.4249672181 0.3367028005 0.3539306253 0.3682589499 0.4363644310 0.3821733119 0.4169467722 0.4945028729 0.6156842908 0.5066992805 0.8255725452 0.9112332185 0.7909401643 0.6875899960 0.9121462780 0.5100025270 0.6927127556 1.2569610924 1.1636506822 1.5062361883 1.8414034703 2.0507873754 1.9395577525 1.4710296217 1.1815341398 0.8555177183 0.7036453781 0.9949730828 2.3742300129 2.7899649867 2.5515322288 3.0736834354 2.7775788172 2.4268895418 2.7963963522 2.7614579484 2.6057791894 2.2621801795
 2.0877368259 2.1786615604 1.1308034712 0.9566566530 0.8527099337 0.9849442818 1.0248002768 1.5981213042 1.8337126459 2.9577501891 3.3699640862 3.7331750399 5.0580717160 4.7123757640 4.5567839228 4.7960607630 4.9234223601 6.5363416031 7.2476531837 6.5988761491 5.4827574316 6.1707474046 3.2908285241 2.1034920322 1.5122201058 0.8493740536 0.9467982028 0.8010499162 0.6400769964 0.4898283037 0.5953670046 0.8584519830 0.6403998158 0.5617273670 0.6455992968 0.4566091803 0.4319665528 0.3922557766 0.4707463578 0.6581947123 0.5801698134 0.5303255883 0.5968310971 0.4941422102 0.5428831903 0.3178596193 0.2902426858 0.3782373052 0.2209310611 0.1761291882 0.1874440026 0.1895976421 0.2334385246 0.1660858365 0.1516552564 0.2007433170 0.2092216188 0.2155577535 0.2675187645 0.1986883112 0.3176433663 0.2482873126 0.3497005968 0.5356290447 0.4997396589 0.5077955627 0.3517778263 0.3692347596 0.3581674946 0.3223517595 0.4109219165 0.5052048491 0.5133509189 0.5870030535 0.8023323802 0.7179340224 0.8839358121 1.0181001006 0.7434530901 0.7433888879 0.9466882522 1.8493362928 1.5927334877 2.7549595844 1.6354101151 0.9699315596 1.0028070021 1.0359738738 1.0575499966 0.9571190721 1.4967896990 2.0889773687 2.4420955631 2.5158973700 2.8460860711 2.2898154255 2.7973009658 2.5939926615 2.4583739281 2.1463303784
 1.9050165042 1.4038435363 1.1832266744 0.8529829395 0.9208827480 0.9859657926 1.3123035714 1.3044016897 1.9150988743 2.9268149037 4.6577934825 4.4389267339 7.9680342509 5.4735606149 5.1895470447 5.0727702286 3.9665353475 7.3455323795 7.8023028893 7.4863004564 5.8698955390 5.6532475580 3.2610440434 1.7659689487 1.1665913752 0.7804240180 0.7327384437 0.6960782040 0.5184530767 0.2872648520 0.3184925991 0.6500469293 0.4959075318 0.4292078487 0.3635810792 0.4113441865 0.4514640149 0.4000458089 0.4414338006 0.4851012990 0.5059491632 0.5329681911 0.5563388251 0.3792566522 0.4206663689 0.3355657343 0.3684245105 0.4096741593 0.3029961193 0.2074637147 0.2070147930 0.1886973244 0.2343866119 0.1668261304 0.1183876205 0.1485528628 0.1621383082 0.2059050709 0.1938142866 0.1643205016 0.2742933808 0.2858674552 0.2451118980 0.4404136049 0.4912854042 0.4867690125 0.3525593919 0.4398094799 0.3411628578 0.3408305106 0.4176393636 0.4342330814 0.3426128682 0.5155015164 0.7008131301 1.1367610490 1.0631784719 1.1715529747 1.1171705063 1.0091656031 1.5618708497 1.5874336190 1.5058868493 2.3254855547 2.1349711635 1.6778525287 2.0500408443 1.9538989212 1.8806783217 1.6744315682 1.4243621840 1.6389972104 1.9498298559 2.2413511618 2.6811386804 1.8090560187 1.9844804189 1.7667912418 2.5072867749 1.8823205601
