  1.1106768029  1.0363592829  1.0225248372  1.0166210940  1.0082115089  0.9796898663  1.0088528853  0.9957388941  1.0684071580  1.0188294079  1.0055478866  0.9846609316  1.0235024990  1.0874172846  1.1001199396  0.9994147861  0.9761982276  0.9976480771  1.0068446475  1.0507126423  1.0192027670  1.0065270830  1.0113712379  1.0266788780  0.9949963170  0.9706197076  0.9891047800  1.0396291666  1.0008692163  0.9730374789  1.0042229706  1.0398759134  0.9861739822  1.0000171548  0.9759806293  0.9749386932  1.0060639787  1.0118299648  0.9608941334  0.9823475042  0.9534918262  0.9183402130  0.9024028349  0.9376381254  0.8924765682  0.8870301962  0.8686197199  0.8753920225  0.8073246037  0.8084416642  0.8109824885  0.8358143325  0.8532989939  0.8590071952  0.7924319379  0.8591314575  0.8916047657  0.9245440076  0.9246476937  0.9535251007  0.9539755154  0.9230784012  1.0109726884  0.9827789774  0.9737090623  0.9561272463  0.9611688202  1.0252406281  1.0739633017  1.0866546833  1.1215943496  1.0606094283  1.0811240772  1.1194803495  1.0858849229  1.1326994284  1.1788945945  1.2155312732  1.1926061154  1.2143179316  1.2081281500  1.2267240911  1.2815520012  1.3483434553  1.2746953802  1.2339551443  1.2569940834  1.2787535671  1.2104074239  1.1518928091  1.1618217009  1.2081161068  1.2420248817  1.2555190955  1.3184838302  1.2980904494  1.2843671086  1.3112042172  1.2382210854  1.1670832820  1.1446537332
  1.1051938745  1.0327326301  1.0162821756  0.9963820427  0.9870735133  0.9836527985  0.9719242886  1.0007621719  0.9791927066  0.9766524013  0.9824930966  1.0665726740  1.0693067162  1.0983903180  1.0571399101  1.0656999209  1.0824910435  1.0484450737  1.0357113408  1.0026003200  1.0397066845  1.0668438982  1.0674666982  1.0404328925  1.0040079176  0.9773743747  0.9999417063  1.0049506345  1.0049806156  1.0011922996  1.0387366107  1.0080691913  1.0120512560  0.9778729451  1.0002655487  1.0141516397  1.0011070972  0.9612452952  0.9821590775  0.9539401969  0.9211715562  0.9351656763  0.9001106617  0.8861432016  0.8888991280  0.8746233196  0.9140570319  0.8590625415  0.7983842110  0.7919090491  0.8295610923  0.8503564188  0.8691816074  0.8635598455  0.8396924274  0.8524398153  0.8722994687  0.9069894257  0.9500746597  0.9454654805  0.9593602876  1.0145446416  0.9995135169  0.9685631584  0.9758548184  0.9729184128  1.0615591300  1.1180382707  1.1177721002  1.1328821953  1.1215865387  1.0857385306  1.0488867132  1.0337028887  1.0885624201  1.1709405493  1.2300025964  1.2172123219  1.2333737365  1.2375276328  1.2406999748  1.2531784958  1.2810535520  1.2581498648  1.1725389980  1.1807337255  1.1943649786  1.2104312285  1.1307251108  1.1136452379  1.1392368841  1.2549658661  1.3137829449  1.3319710781  1.2903801021  1.2806585695  1.2658072993  1.2329643032  1.1690574846  1.1389373641  1.1262005133
  1.0457069591  1.0204323900  1.0133494308  0.9690711407  0.9855631026  0.9270125976  0.9420097546  0.9514381908  0.9261393183  0.9916456739  1.0423368604  1.0549717969  1.0065390728  1.0200406823  1.0830830081  1.0956352699  1.1060511104  1.0577710656  1.0363564858  1.0146709918  1.0619174369  1.0743292631  1.0611153345  1.0073247769  0.9932115699  0.9844275090  0.9751295242  1.0145181539  0.9845049495  0.9807571449  0.9980344897  1.0489716491  1.0246118678  1.0323919357  1.0249073064  0.9894010817  1.0452954390  1.0110256289  0.9903098715  1.0032932761  0.9517108583  0.8946578863  0.8774641067  0.8752355230  0.8723080275  0.8924310011  0.8400329812  0.7572927096  0.7749193290  0.8014296710  0.8540326552  0.9107901123  0.9307320204  0.8717666886  0.8659101169  0.9099684231  0.9290309497  0.9632509245  0.9812895362  0.9973828666  1.0352326912  1.0298365140  0.9852420805  0.9949424619  0.9868804000  1.0900375881  1.1152140069  1.1104411895  1.1272118734  1.1299817389  1.1230665910  1.0963470062  1.0607717428  1.1112340778  1.1676768888  1.2350449013  1.2427701204  1.2089985410  1.2693429342  1.2361438865  1.2589361756  1.2904904846  1.2379510387  1.1310994084  1.1134375411  1.1412866263  1.1317230781  1.1494445419  1.1117910891  1.1533479109  1.1930141865  1.3160761536  1.3174265995  1.2270126727  1.2064560557  1.2067264034  1.1692280395  1.1595168973  1.1712088052  1.1042315102  1.0459033571
  0.9606457038  0.9333409072  0.9121382269  0.9579490548  0.9432618868  0.9157286952  0.9189632270  0.9408757672  0.9918899759  0.9652250281  0.9938386034  0.9754103185  0.9849980444  1.0111357899  1.0624806258  1.0831873338  1.0803027550  1.0287680182  1.0077311050  1.0117441232  1.0123598704  1.0148228002  1.0395061391  1.0027047663  0.9798187845  0.9938500904  1.0182137958  0.9956610721  0.9696422159  1.0220382538  1.0683949942  1.0509309887  1.0757534647  1.0956954878  1.0547831604  1.0805921577  1.0496993334  1.0344572312  1.0093466887  0.9453634773  0.9005583438  0.8697166771  0.8566414428  0.8927663954  0.8526139966  0.8360292392  0.8125865995  0.8230153069  0.8511973663  0.8950552792  0.9176003880  0.8976883012  0.8949895397  0.8997141779  0.8971091172  0.9305581797  0.9821857102  1.0238179597  1.0066615135  1.0130702518  1.0026947810  0.9424499495  0.9715748686  1.0271183239  1.0871217198  1.0936675142  1.1280258462  1.1244549930  1.1460716615  1.1371834656  1.0936658157  1.0691701894  1.0982635657  1.1735186218  1.1565391415  1.1955596987  1.1689780652  1.1941701762  1.2112549795  1.2608677594  1.2660392142  1.2059040059  1.2026820663  1.2003589125  1.1662896507  1.1058884221  1.1370631921  1.1167148923  1.1651760302  1.2152780192  1.2244628410  1.2278930952  1.1675527534  1.1752610873  1.1771417467  1.1550451813  1.1836333974  1.0973644143  1.0553400892  1.0300052001  0.9574955325
  0.9728601033  0.9311805086  0.9100927701  0.9307186367  0.8930547833  0.9196870257  0.9901675150  0.9980877836  0.9305491901  0.9344541288  0.9438529671  0.9856864994  1.0109783427  1.0344967084  1.0131506441  1.0413393875  1.0337975628  0.9692659704  0.9459692282  0.9935656060  0.9828151961  0.9881377870  0.9998025181  1.0030745005  1.0075713832  1.0609073672  1.0233964344  0.9735916399  1.0329920749  1.0991994595  1.0934751370  1.0707140254  1.1015894300  1.0685026082  1.0769525135  1.0655915265  1.0287704271  0.9958541188  0.9520346853  0.9013106097  0.9284580144  0.9064301664  0.9502993731  0.9104864428  0.8829454284  0.8699390766  0.8624385710  0.8983396910  0.9389171931  0.9127364968  0.9206162667  0.9332491734  0.9273998324  0.8958216382  0.9817093048  1.0025241857  1.0253595272  1.0273728176  0.9889319071  0.9292220942  0.9079387796  0.9241026359  0.9566666678  1.0123788926  1.0940776996  1.1679746280  1.1868210520  1.1504295868  1.1192543046  1.1179004439  1.1279786708  1.1246850487  1.1497185862  1.1823707124  1.1848655486  1.1605599891  1.1775720592  1.1555248450  1.2032204839  1.2204763712  1.1990861562  1.2089398000  1.1993213399  1.1787761579  1.1526548890  1.1593098012  1.1471636327  1.1575232081  1.2104926379  1.2147565370  1.2473331597  1.1851442961  1.1891327494  1.2271362277  1.1417944826  1.0846389095  1.0965249325  1.0518554457  1.0433890069  0.9718593929  1.0098074156
  0.9713222342  0.9392597865  0.9253341309  0.9258568595  0.9224748960  0.9378892717  0.9202576527  0.9418740030  0.9222465681  0.9185452094  0.9848211511  0.9655563197  0.9553824539  0.9898651475  1.0238108910  1.0705919085  1.0171442083  1.0073294679  1.0092241718  0.9998804616  0.9912152485  1.0267772545  1.0841047867  1.0812348725  1.1148802036  1.0062045045  0.9912545910  1.0220196559  1.0581787085  1.0468459433  1.0871864882  1.0777860483  1.0700930008  1.0413431746  1.0842620480  1.0447557145  1.0064770352  0.9938522612  0.9454697031  0.9802895535  0.9473142265  0.9035279791  0.8962450125  0.8764209241  0.9178114332  0.9200087955  0.9743280228  0.9778197494  0.9681048240  0.9668813350  0.9705192913  0.9568884710  1.0193187370  1.0795179835  1.0804674292  1.0038531730  1.0294472112  0.9798057750  0.9143026588  0.9313421317  0.9451511136  0.9509809396  0.9500960576  1.0192849963  1.1327374205  1.1775754365  1.1186281763  1.0977492831  1.1229691457  1.1125175847  1.1158650680  1.1516423536  1.1567149826  1.1716926127  1.1574270430  1.2074755877  1.1645980313  1.2182423556  1.2692599573  1.2559878327  1.2154853330  1.2270894423  1.2501889252  1.1750697061  1.1088887408  1.1302670648  1.1339097086  1.1818927368  1.1273999285  1.1089355019  1.1437114588  1.1434399862  1.1378656212  1.1396291143  1.1075532850  1.1348714953  1.1042407925  1.0444277053  1.0744209990  1.0541460534  1.0176559747
  0.9624946413  0.9538641837  0.9376384836  0.9186741826  0.9182435663  0.9736311537  0.9667338523  0.9273596186  0.9478920006  0.9465717740  0.9572418897  0.9700685236  0.9889824217  1.0200158348  1.0554158388  1.0146233256  0.9908480203  1.0083366097  1.0074698091  1.0273135333  1.0550297423  1.0749330488  1.0899540898  1.0819061887  1.0223267813  0.9843991846  1.0273344461  1.0588098816  1.0737089885  1.0736727551  1.0530379303  1.0383118433  1.0272258906  1.0602988593  1.0294357174  0.9856727116  0.9885679585  0.9355377151  0.9447539135  0.9499252325  0.9051526176  0.9046901461  0.9651138187  0.9582343939  0.9625261984  0.9784339490  1.0012183041  1.0161110252  1.0228154293  1.0294579864  1.0403531699  1.0772693437  1.1154617664  1.0967792536  1.0631129261  1.0581547311  1.0391847167  0.9537345424  0.9503990654  0.9255689881  0.8768269358  0.9439985125  1.0240094283  1.0364109977  1.0678025628  1.0927254176  1.0894042718  1.1380486330  1.0861434487  1.1293601299  1.1558128292  1.1416984439  1.1123124856  1.1272422327  1.1657025039  1.1478534655  1.2354210648  1.3293355170  1.3041267792  1.2608645749  1.2310300182  1.1736774608  1.1053795923  1.0693019234  1.0355766794  1.0612892321  1.0584014023  0.9972762006  1.0498157917  1.0823163173  1.0945923407  1.1009180452  1.1441322058  1.0775040127  1.0826166845  1.0403101756  1.0013911786  1.0663050645  1.0333005366  1.0542448077  1.0512683709
  1.0073381135  0.9690162365  0.9305462328  0.9339435195  0.9523924769  0.9214140688  0.8923189693  0.8946640741  0.9130084309  0.9274559308  0.9664461788  0.9963630122  1.0107850514  0.9848167411  0.9731152739  0.9516556374  1.0350630674  1.0253243322  1.0075255469  1.0523492711  1.0764866767  1.0261182841  1.0312076944  1.0762679909  1.0315430565  1.0158730739  1.0375567234  1.0630809091  1.0659436593  1.0627476945  1.0532229994  1.0506357992  1.0502863843  1.0082401509  0.9839646872  0.9602190817  0.9639589440  0.9109370022  0.9460429019  0.9606494430  0.9765358810  0.9929569109  0.9695084603  0.9921639901  0.9742952207  1.0095629638  0.9997047587  1.0409847066  1.0554502169  1.0610731843  1.0863189254  1.0889578121  1.1122751641  1.0951818226  1.1257114069  1.0653551599  1.0019743538  0.9484063079  0.9477660386  0.9307055197  1.0011011262  1.0125002071  1.0326693085  1.0373828470  1.0847128847  1.0939488491  1.1212950555  1.0964918532  1.1148799447  1.1398459878  1.1359445356  1.1123077178  1.1395875539  1.1568584370  1.1327898134  1.1985206836  1.2165698564  1.2093634653  1.1590139765  1.2017348892  1.1817139635  1.0748869147  1.0469861461  0.9943977274  0.9427377104  0.9625709375  0.9789386186  0.9694817722  0.9890634695  1.0141681735  1.0615281734  1.0973542247  1.0691644831  1.0130730026  1.0348539654  1.0256799356  0.9581834715  1.0289279117  1.0658556292  1.0218949799  1.0042557302
  0.9799602898  0.9538982705  0.8986277222  0.8796664790  0.9099339041  0.8835089694  0.8876706642  0.8890373694  0.9044848216  0.9492678485  0.9413288072  0.9576826360  0.9539573532  0.9530321147  0.9587974309  0.9769426379  1.0145851006  1.0039892326  1.0253532732  1.0155712755  0.9828074828  1.0162796928  1.0524055407  1.0345753513  1.0251637363  1.0487820776  1.0383337635  1.0733575654  1.0723367244  1.0120555882  1.0591975426  1.0343314961  0.9777188555  0.9493867294  0.9759410207  1.0234062866  0.9842973998  0.9616791651  0.9758491626  1.0163048537  1.0077757279  1.0170004236  1.0071172574  1.0369413598  1.0198036832  0.9854430571  1.0388192052  1.0774067961  1.0653128481  1.0883860471  1.1121860899  1.1266588020  1.1328017119  1.0963082528  1.0419404191  1.0442996717  0.9875332503  0.9397123100  0.9700458522  0.9790094658  0.9980109844  1.0119879957  1.0413248057  1.0430983352  1.0739259691  1.0843770427  1.0847538568  1.0763075379  1.1366057934  1.1718200496  1.1424937393  1.1754044069  1.1414872873  1.1274644292  1.1585634511  1.1378750046  1.1708491754  1.1133242150  1.1134015576  1.1101315973  1.0563100185  1.0300459027  1.0017952689  0.9633349844  1.0178656225  1.0278608033  0.9786731523  0.9495627427  0.9527465261  1.0066053292  1.0343602333  1.0356567185  0.9830197231  0.9484184980  0.9379472667  0.9864130593  1.0778873400  1.0838139543  1.0128850373  0.9803918546  0.9765581508
  0.9265746196  0.9580509544  0.9248291500  0.8745227350  0.8456894096  0.8466534227  0.8556930063  0.8918772129  0.9319008316  0.9220285339  0.9239229947  0.9212282960  0.9015449634  0.8965020774  0.9616846793  1.0211729154  0.9911270057  1.0168695567  0.9901028137  0.9862262636  0.9908018746  1.0358295083  1.0827347335  1.0634926172  1.0501359844  1.0746594972  1.0904554987  1.1195631269  1.0187217057  1.0110910672  1.0313670809  0.9609805347  0.9728952284  1.0402871105  1.0627495799  1.0686985983  1.0097952770  1.0143910937  1.0421502022  1.0012672210  1.0484138366  1.0213609419  1.0162442745  1.0393292765  1.0150158789  1.0384432880  1.0663315893  1.0991503980  1.1598879956  1.1555310093  1.1696535388  1.1604485551  1.1504060503  1.0773885593  1.0286846808  0.9911367046  1.0038149504  0.9659202457  0.9707443186  1.0271473210  1.0095903844  1.0477902111  1.0602608820  1.0631573442  1.0777299542  1.1146274977  1.1292758988  1.1754967036  1.1818615000  1.1672759627  1.1585141448  1.0679051562  1.1133290911  1.1118371596  1.0595165783  1.0829880659  1.0662652714  1.0633204045  1.0699495939  1.0413504232  1.0174505171  0.9953132857  1.0160806011  1.0102707593  1.0091505669  0.9916648965  0.9389531780  0.9121665866  0.9720543638  0.9881653136  0.9998786120  0.9578323731  0.9432841310  0.9623953579  0.9558593169  0.9961632810  1.0453362236  1.0168904544  1.0593304914  1.0351127465  0.9622197559
